track_id,track_name,type,explicit,duration,artists,preview_url,album_id
2G5ujw3rrWcAXQqT8PVnrz,Đầu Đường Xó Chợ,track,True,184615,"[['0ZbgKh0FgPYeFP38nVaEGp', 'Obito'], ['3hRnvEdu1iPyB6EzMBbuZq', 'Shiki'], ['0EOMdQwzUG6CKh9oWvcANr', 'Lăng LD']]",,03ZYR4zwCrkSsXTROnK2d0
5KXRShxe6Y54ueBSnq3ck7,Biên Giới Long Bình,track,True,179072,"[['0ZbgKh0FgPYeFP38nVaEGp', 'Obito'], ['3hRnvEdu1iPyB6EzMBbuZq', 'Shiki']]",,03ZYR4zwCrkSsXTROnK2d0
3jwzesnDs0jY7KeDDxBua3,16,track,False,175182,"[['0ZbgKh0FgPYeFP38nVaEGp', 'Obito'], ['3hRnvEdu1iPyB6EzMBbuZq', 'Shiki']]",,03ZYR4zwCrkSsXTROnK2d0
2OucKhBwbCuIdCq9qKXUqR,Sài Gòn ơi,track,True,188256,"[['0ZbgKh0FgPYeFP38nVaEGp', 'Obito'], ['3hRnvEdu1iPyB6EzMBbuZq', 'Shiki']]",,03ZYR4zwCrkSsXTROnK2d0
2TBmsXlvXPRAvA0IghoLFa,Trốn Chạy,track,False,170078,"[['0ZbgKh0FgPYeFP38nVaEGp', 'Obito'], ['3hRnvEdu1iPyB6EzMBbuZq', 'Shiki']]",,03ZYR4zwCrkSsXTROnK2d0
5ljK6EfLvKJ3Za6ygdLWSO,Cất cánh (interlude),track,False,40000,"[['0ZbgKh0FgPYeFP38nVaEGp', 'Obito'], ['3hRnvEdu1iPyB6EzMBbuZq', 'Shiki']]",,03ZYR4zwCrkSsXTROnK2d0
5PGh9MyKry8slG5AfvD1eD,Hà Nội,track,False,165555,"[['0ZbgKh0FgPYeFP38nVaEGp', 'Obito'], ['3hRnvEdu1iPyB6EzMBbuZq', 'Shiki'], ['2aMo0CYbTieTisS0BlWc59', 'VSTRA']]",,03ZYR4zwCrkSsXTROnK2d0
7jtQeepflBNzM1vffn7c8e,Vô Điều Kiện,track,False,151579,"[['0ZbgKh0FgPYeFP38nVaEGp', 'Obito'], ['3hRnvEdu1iPyB6EzMBbuZq', 'Shiki']]",,03ZYR4zwCrkSsXTROnK2d0
1UQNU5O9VttUgO16pxUnjw,Đánh Đổi,track,True,226993,"[['0ZbgKh0FgPYeFP38nVaEGp', 'Obito'], ['3hRnvEdu1iPyB6EzMBbuZq', 'Shiki'], ['1zSv9qZANOWB4HRE8sxeTL', 'RPT MCK']]",,03ZYR4zwCrkSsXTROnK2d0
6Kvm6QRtOOM6bMejguhRSt,Backstage Freestyle,track,False,198290,"[['0ZbgKh0FgPYeFP38nVaEGp', 'Obito'], ['3hRnvEdu1iPyB6EzMBbuZq', 'Shiki']]",,03ZYR4zwCrkSsXTROnK2d0
2Asy51yFMEG8Qjh15kvQeD,Tell the kids i love them,track,True,224175,"[['0ZbgKh0FgPYeFP38nVaEGp', 'Obito'], ['3hRnvEdu1iPyB6EzMBbuZq', 'Shiki']]",,03ZYR4zwCrkSsXTROnK2d0
7sJXPkaaKXcFKQfaj5YKgs,Ước mơ của Mẹ (interlude),track,False,154674,"[['0ZbgKh0FgPYeFP38nVaEGp', 'Obito'], ['3hRnvEdu1iPyB6EzMBbuZq', 'Shiki']]",,03ZYR4zwCrkSsXTROnK2d0
0fSATfRt2lZ4XHnSbblqOR,Con kể Ba nghe,track,False,184844,"[['0ZbgKh0FgPYeFP38nVaEGp', 'Obito'], ['3hRnvEdu1iPyB6EzMBbuZq', 'Shiki']]",,03ZYR4zwCrkSsXTROnK2d0
2rG6N3Czmz552WmxAvlI3P,Champion,track,False,349319,"[['0ZbgKh0FgPYeFP38nVaEGp', 'Obito'], ['3hRnvEdu1iPyB6EzMBbuZq', 'Shiki']]",,03ZYR4zwCrkSsXTROnK2d0
3eq6Tz34IOZd0pTlUD3Z7M,Chưa Xong,track,True,249509,"[['0ZbgKh0FgPYeFP38nVaEGp', 'Obito'], ['3hRnvEdu1iPyB6EzMBbuZq', 'Shiki']]",,03ZYR4zwCrkSsXTROnK2d0
2hUFbM52fa6ViTdv2vCGKF,Tự Sự,track,False,203668,"[['0ZbgKh0FgPYeFP38nVaEGp', 'Obito'], ['3hRnvEdu1iPyB6EzMBbuZq', 'Shiki']]",,03ZYR4zwCrkSsXTROnK2d0
00QgTOAw8HREwIkzKaAAZX,Outro,track,False,49000,"[['0ZbgKh0FgPYeFP38nVaEGp', 'Obito'], ['3hRnvEdu1iPyB6EzMBbuZq', 'Shiki']]",,03ZYR4zwCrkSsXTROnK2d0
4hag0r74bWV5hta24rUrDR,Đêm Trong Veo,track,False,220000,"[['0wqus4nTxIoJvLZLwBt8Df', 'Rapital'], ['1yx4rYyjUYupI7Ji1YvXRh', 'Groovie Lã Thắng'], ['3Ib80uqrBka6P4ncx6vJRF', 'Gonzo']]",,3ULu7EK5sl1zUdx2r7D15E
7H40FNjvs1MKBAsBJ7OJqj,Sugar,track,True,241477,"[['0wqus4nTxIoJvLZLwBt8Df', 'Rapital'], ['2UHHfc0InrWSmUkiuss6f4', 'RPT JasonDilla'], ['25JRC8aMGIGBIJ5KiINv3l', 'RPT Orijinn']]",,3ULu7EK5sl1zUdx2r7D15E
2Rx0xErp6UqudLF0eGsunU,U Mê,track,False,212942,"[['0wqus4nTxIoJvLZLwBt8Df', 'Rapital'], ['70ul4x62GYiCglAJJltlnZ', 'RPT Duke'], ['620SGhgUsNYFnVULyiGCeL', 'RPT TC']]",,3ULu7EK5sl1zUdx2r7D15E
36FjESIK3cc1DKZCUCXJIq,XTC (Xích Thêm Chút),track,False,240000,"[['0wqus4nTxIoJvLZLwBt8Df', 'Rapital'], ['1yx4rYyjUYupI7Ji1YvXRh', 'Groovie Lã Thắng'], ['25JRC8aMGIGBIJ5KiINv3l', 'RPT Orijinn'], ['2UHHfc0InrWSmUkiuss6f4', 'RPT JasonDilla']]",,3ULu7EK5sl1zUdx2r7D15E
41aMYNen9G7uUbqLfV65cF,Tay To,track,True,165000,"[['0wqus4nTxIoJvLZLwBt8Df', 'Rapital'], ['1zSv9qZANOWB4HRE8sxeTL', 'RPT MCK'], ['7qHgn5ADOzPBlcWcXfM6iA', 'Phongkhin']]",,3ULu7EK5sl1zUdx2r7D15E
7fNHfgOxPLcg4mQLhCnOHB,XTC (Xích Thêm Chút) (Remix),track,False,243750,"[['0wqus4nTxIoJvLZLwBt8Df', 'Rapital'], ['1yx4rYyjUYupI7Ji1YvXRh', 'Groovie Lã Thắng'], ['3diftVOq7aEIebXKkC34oR', 'tlinh'], ['1zSv9qZANOWB4HRE8sxeTL', 'RPT MCK']]",,3ULu7EK5sl1zUdx2r7D15E
4OXAneZHFJyQV1RuzCzmH3,"Buồn Hay Vui (feat. RPT MCK, Obito, Ronboogz & Boyzed)",track,False,291750,"[['22MX8BG5870DGzpNricY7q', 'VSOUL'], ['1zSv9qZANOWB4HRE8sxeTL', 'RPT MCK'], ['0ZbgKh0FgPYeFP38nVaEGp', 'Obito'], ['0dBcEvEklr1jx4uZuhFX5e', 'Ronboogz'], ['1JPTuJJ7KzpwcDCOWkEjUb', 'Boyzed']]",,5DUq1RazriMLxB7eKmcWdR
2pqIfQe8ku7GB58k6VK5hF,MỘNG YU,track,False,202629,"[['2aQnC3DbZB9GbauvhAw7ve', 'AMEE'], ['1zSv9qZANOWB4HRE8sxeTL', 'RPT MCK']]",,2Wxld2nOotB59y33f2xrBU
6P7xEmk7ZZYz0AV84uOwiW,Cuộc gọi lúc nửa đêm,track,False,182582,"[['2aQnC3DbZB9GbauvhAw7ve', 'AMEE']]",,2Wxld2nOotB59y33f2xrBU
76LJNZFUi9NOGkpZnIIRVX,Beautiful nightmare (interlude),track,False,51490,"[['2aQnC3DbZB9GbauvhAw7ve', 'AMEE']]",,2Wxld2nOotB59y33f2xrBU
5S2ObREaW7Dl1XMMC7SxGX,Miền Mộng Mị,track,False,166920,"[['2aQnC3DbZB9GbauvhAw7ve', 'AMEE']]",,2Wxld2nOotB59y33f2xrBU
3rxbssNItXaXyqc0wJUsYC,2000 câu hỏi vì sao,track,False,216496,"[['2aQnC3DbZB9GbauvhAw7ve', 'AMEE']]",,2Wxld2nOotB59y33f2xrBU
4A4Qdq6Jl4XilO2FS1sq2y,Thủ Đô Cypher (RPT Phongkhin Remix),track,True,193125,"[['0wqus4nTxIoJvLZLwBt8Df', 'Rapital'], ['25JRC8aMGIGBIJ5KiINv3l', 'RPT Orijinn'], ['1TiT5WFl2k9sMSw8YL6YYO', 'Low G'], ['2TUOlHV4KJEuy92UFEGhZb', 'RZ Ma$'], ['1zSv9qZANOWB4HRE8sxeTL', 'RPT MCK'], ['507GazaO91Ut3S2DSeCJwh', 'RPT Phongkhin']]",,71FoWxY6Mf348aLrnA6dVz
7aWWKuWMTHQwBUHnifrSty,OTĐ For Life! (feat. Lăng LD),track,False,162786,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['0EOMdQwzUG6CKh9oWvcANr', 'Lăng LD']]",,02FmcsJ9UN1Pl2L2dIbZRx
3U5WFUIgOaA1U7GdTs4yjQ,Va Vào Giai Điệu Này (feat. RPT MCK),track,False,197209,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['1zSv9qZANOWB4HRE8sxeTL', 'RPT MCK']]",,02FmcsJ9UN1Pl2L2dIbZRx
6pZI0hE72OTSbsG12p8Fx4,Chú Chó Trên Ô Tô (feat. Tlinh),track,False,193485,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['3diftVOq7aEIebXKkC34oR', 'tlinh']]",,02FmcsJ9UN1Pl2L2dIbZRx
6Y2YbfCkR3C0oIysWzU36H,Hy Vọng (feat. RPT Gonzo),track,False,237600,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['3Ib80uqrBka6P4ncx6vJRF', 'Gonzo']]",,02FmcsJ9UN1Pl2L2dIbZRx
5Bl7J9ezXIutJh6nkzFMp8,Thành Thật (feat. Thành Draw),track,False,187200,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['4KVv7ziCrtWWB6K0RPr2XD', 'Thành Draw']]",,02FmcsJ9UN1Pl2L2dIbZRx
2h1KRcol4TvqCl1Lf8RWio,The Right Journey (feat. Gducky),track,False,192857,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['3T3DOlgOEkr243zdzFCrXW', 'GDucky']]",,02FmcsJ9UN1Pl2L2dIbZRx
6lBrTMmXE8XtnPNQdUocSo,Tiến Hoá (feat. Ricky Star),track,False,171428,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['4jQZaxfgwiUJFQagCyZNV4', 'Ricky Star']]",,02FmcsJ9UN1Pl2L2dIbZRx
2NMmW0mCNfLghRxcE7TyjM,? (feat. Dế Choắt),track,False,243833,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['1KLRO4UHKmiwS0grGzFdgT', 'Dế Choắt (DC)']]",,02FmcsJ9UN1Pl2L2dIbZRx
3nHbNyuUsVmtwHAcpeOrZR,"Đây Là Rap Việt (feat. Binz, JustaTee, Rhymastic, Wowy, Karik & Suboi)",track,False,180600,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['2nSO7JYDbJrYbJmP39qUzj', 'Binz'], ['3rjcQ5VIWCN4q7UFetzdeO', 'JustaTee'], ['0gGd4WhPXBSgDX6fdOHcOw', 'Rhymastic'], ['4iFNiWhODcMZdmpNkxsTFp', 'Wowy'], ['2Bwp23pD4UVsSkchHDZw4F', 'Karik'], ['2Fc5cGXai8xzLhGyltp4tT', 'Suboi']]",,6GHBzU9XBSBI4miS5YvDpJ
1cTkip49NCMrvSXSlL6s07,Tôi Của Nơi Ấy (feat. 16 BrT),track,False,171441,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['4jIoCS5bJr2TQ2SIbSPnwR', '16 BrT']]",,6GHBzU9XBSBI4miS5YvDpJ
129tzbtZ8PRLVo33ymZigS,Anh Vẫn OK (feat. RPT MCK),track,False,195789,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['1zSv9qZANOWB4HRE8sxeTL', 'RPT MCK']]",,6GHBzU9XBSBI4miS5YvDpJ
52is9ojjpe6F7bMzj8Ao39,Không Dừng Lại (feat. VVSIX),track,False,167383,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['2UDzk6UQH1Ee3BTYasV8mv', 'VVSIX']]",,6GHBzU9XBSBI4miS5YvDpJ
5YXy2zN8YcXxENHL7BCE7u,Vì Em So Đẹp (feat. Thành Draw),track,False,183584,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['4KVv7ziCrtWWB6K0RPr2XD', 'Thành Draw']]",,6GHBzU9XBSBI4miS5YvDpJ
6CO0mSbkaxJhrajO01bzD9,Vẫy Tay Chào Hôm Qua (feat. GILL),track,False,192000,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['5Hv9MhUFvGlYurce5BDRUh', 'Gill']]",,6GHBzU9XBSBI4miS5YvDpJ
7ktYIlqQTkc5Pwzg6A5wjK,Chắc Chắn Rap Việt Là Đây (feat. Yang),track,False,165333,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['43Ad3dTpldRebckqmvQuLj', 'Yang']]",,6GHBzU9XBSBI4miS5YvDpJ
3BeEnrOYFjA6LrxFEsSdes,60 Năm Cuộc Đời (feat. Lor),track,False,152275,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['1InLRO3QEJSDAQdRjK27pr', 'Lor']]",,6GHBzU9XBSBI4miS5YvDpJ
04y0Qlebn8qSaEVSIGZYrk,Beethoven Trappin' (feat. Hành Or),track,False,161713,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['4oQYXp2FE6Xr3btXbQkAul', 'Hành Or']]",,6GHBzU9XBSBI4miS5YvDpJ
0BlgVXaChUDxMZPGQk3xkC,Mơ Giữa Rừng Mơ (feat. Young God),track,False,198947,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['2LzrYwvzlgk9lKYTp965UH', 'Young God']]",,6GHBzU9XBSBI4miS5YvDpJ
3z7wPex6N4jbcJWrva8XRk,Chú Bé Loắt Choắt (feat. Dế Choắt),track,False,181894,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['1KLRO4UHKmiwS0grGzFdgT', 'Dế Choắt (DC)']]",,6GHBzU9XBSBI4miS5YvDpJ
3rWSdQYA4v4HvQtx6EmQEv,Là Tôi (feat. TonyD.),track,False,163335,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['0XqppHVqDhLwMDOUmE4rRK', 'Tony D.']]",,6GHBzU9XBSBI4miS5YvDpJ
5AMPKrIvt28vOblDdQdTZF,Rằm Tháng 7 (feat. R.Tee),track,False,204521,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['73AUXZbgPiHjPbv66nGVq7', 'Rtee']]",,6GHBzU9XBSBI4miS5YvDpJ
2t6XgZXVOzm0VEIdilVQqm,Unexpected (feat. gung0cay),track,False,181200,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['1Z3xp9Er70GeoUjeB77vJc', 'gung0cay']]",,6GHBzU9XBSBI4miS5YvDpJ
5AhEXzyAMl9aoGgrGwyTs1,Nguyên Team Latin Hết (feat. Đạt Dope),track,False,134328,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['00GClaLWFWlgiL2ErXzToa', 'Đạt Dope']]",,6GHBzU9XBSBI4miS5YvDpJ
2Gw7zrKI7tyes5IYlhyVqt,Ối Giời Ơi (feat. RPT Orijinn),track,False,162000,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['25JRC8aMGIGBIJ5KiINv3l', 'RPT Orijinn']]",,6GHBzU9XBSBI4miS5YvDpJ
3UsV7jk1VF7kUGCMmN18ts,Dám Hay Không Dám (feat. Yuno Bigboi),track,False,154452,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['1gUH71ZCFzPyLoyrSguJe1', 'Yuno Bigboi']]",,6GHBzU9XBSBI4miS5YvDpJ
4t96dS91iF6gGFRkfFfZvV,Low (feat. Tez),track,False,136757,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['0ZszZdCUFQDAc3PYTZy8kx', 'Tez']]",,6GHBzU9XBSBI4miS5YvDpJ
5GfQRsVNI1W7kBr0EjG1e4,Heo Không Cần (feat. AK49),track,False,153142,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['0PsYNWoA9eUOHO4VUOSp8F', 'AK49']]",,6GHBzU9XBSBI4miS5YvDpJ
31hZyuV8JOzauM7hTWHuz8,Cô Đơn Đã Quen Với Anh (feat. Willistic),track,False,177652,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['0XEYiIh3AzMl9lBaT3gNz7', 'Willistic']]",,6GHBzU9XBSBI4miS5YvDpJ
5lxKfprZ1GrQGObTjXAXQn,Tình Ca (feat. Lăng LD),track,False,193500,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['0EOMdQwzUG6CKh9oWvcANr', 'Lăng LD']]",,6GHBzU9XBSBI4miS5YvDpJ
3T1ituhIzhnLxpDgKAVHxk,Katy (feat. Gonzo),track,False,175487,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['3IYeC0G8TDXtqYwhXlZJDt', 'Gonzo']]",,6GHBzU9XBSBI4miS5YvDpJ
3Ym7pfxdUnMvd22Lx6BqOA,Dear105sau (feat. Kuboss),track,False,163636,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['1viKCTWtWYbRDtg8DcmRyg', 'Kuboss']]",,6GHBzU9XBSBI4miS5YvDpJ
49bJ7iz4kyskuaeMvcOsgS,Hành Trình Đến Rap (feat. Duy Andy),track,False,181058,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['0tThYvMPafMHjXI11IbtZ8', 'Duy Andy']]",,6GHBzU9XBSBI4miS5YvDpJ
0OhDeFddFZHDap8wRQQCuF,Bắc Kim Thang (feat. Ricky Star),track,False,184224,"[['1cPpd989kghzlZqfpP4KwL', 'RAP VIỆT'], ['4jQZaxfgwiUJFQagCyZNV4', 'Ricky Star']]",,6GHBzU9XBSBI4miS5YvDpJ
